dialog_act,utterance
request,okay show me the address
inform,chinese food
request,can i have the address phone number and postal code
inform,north
request,phone number
reqalts,is there anything else
inform,german food
inform,korean food expensive
request,okay and can i get the address
inform,asian oriental food
request,area
inform,any
inform,canope food
thankyou,thank you good bye
null,unintelligible
inform,uh creative food
request,and the post code
hello,hi noise
inform,do you have vietnamese food
request,phone number
thankyou,thank you good bye
null,noise
request,can i get the area
inform,persian
null,noise
inform,im looking for a restaurant that serves
null,sil
request,can i have the address phone number and post code
request,may i have the phone number
reqalts,is there anything else
inform,id like a moderately priced restaurant that serves cuban food please
request,what is the post code
reqalts,anything else
inform,im looking for a moderately priced restaurant that serves greek foo
request,price range
inform,dont care
thankyou,thank you good bye
null,noise
null,noise
request,phone number
request,can i have the phone number
inform,dont care
inform,mexican
inform,um north american food
reqalts,anything else
inform,moderate restaurant east part of town
inform,im looking for a moderately priced restaurant
null,unintelligible
inform,north
inform,any price range
null,unintelligible
inform,i would like to find a restaurant in the center and it should serve korean food
inform,thai food
inform,expensive restaurant in the south part of town
request,can i get the area
inform,any kind of food
inform,british
inform,west
request,price range
inform,im looking for a restaurant in the center
request,phone number
reqalts,are there any restaurants serving indian food
inform,bistro
request,address
inform,mediterranean food
thankyou,thank you good bye
reqalts,anything else
inform,i am looking for a restaurant in the south part of town and it should serve cantonese food
thankyou,thank you good bye
inform,uh i dont care
null,okay
inform,moderately priced international food
request,address
null,now
null,may i
inform,id like it to be in the south part of town
inform,i need a cheap restaurant
inform,um chinese food
request,phone number
inform,i dont care what part of town
thankyou,thank you good bye
request,whats the phone number
inform,find me an expensive restaurant in the south part of town
inform,thai food
request,can i have the address
inform,french food any part of town
affirm,yes
reqalts,is there anything else
inform,moderate price range
reqalts,is there anything else
hello,hi im looking for a restaurant that serves spanish food
inform,um i need a cheap restaurant
inform,a cheap mexican restaurant
thankyou,thank you good bye
inform,mexican
inform,any
negate,no
thankyou,thank you good bye
inform,airatarin
request,what area
request,what about the area
confirm,does it serve steakhouse food
confirm,is it in the center of town
inform,caribbean
inform,i dont care
inform,chinese food
inform,dont care
inform,european food
inform,im looking for a moderately priced restaurant in the west part of town
thankyou,thank you
inform,any type of food
request,phone number
thankyou,okay thank you good bye
inform,im looking for a restaurant in the west part of town
thankyou,thank you good bye
request,whats the address
inform,doesnt matter
reqalts,how about the center area
thankyou,thank you good bye
inform,french
inform,cheap
thankyou,thank you good bye
negate,no
null,noise
inform,south
request,can i have the address
inform,scottish food
inform,vietnamese food
thankyou,thank you good bye
thankyou,can i okay thank you
reqalts,anything else
negate,no
request,s the address
inform,im looking for a restaurant moderately pri
inform,chinese food
thankyou,thank you good bye
inform,i dont care
inform,i would like moroccan food
request,what is the phone number
affirm,yes expensive
request,and the price range
thankyou,thank you good bye
inform,im looking for a restaurant in the north part of town that serves belgian food
request,can i have the address of the phone number of the venue
thankyou,thank you good bye
request,whats the phone number
inform,tuscan food south part of town
inform,african food
inform,seafood
inform,corsica
thankyou,thank you good bye
reqalts,what about european food
request,phone number
request,phone number
request,address
request,and what type of food
inform,british
thankyou,im done thank you
request,phone number
request,an address
inform,id like a cheap restaurant that serves steakhouse
reqalts,how about turkish food
inform,im looking for a restaurant in the center part of town
inform,north
affirm,yes
inform,restaurant in the west part of town that serves airitran food
confirm,does it serve chinese food
inform,i need a restaurant serving af
reqalts,how about italian
inform,im looking for a vietnamese restaurant
request,what is the phone number
inform,i dont care
inform,italian food
request,area
inform,im looking for a restaurant in the north part of town serving kosher food
null,sil
request,okay could you give me the address
request,what type of food
null,okay
negate,no
request,phone number
thankyou,thank you good bye
inform,british food
inform,center
thankyou,okay thank you
request,what is the address
request,what part of town
thankyou,thank you good bye
inform,gastropub
affirm,yes
request,what is the phone number
inform,expensive
