dialog_act,utterance
inform,i would like gastropub food in the east part of town please
request,may i have the phone number and postcode of this ven
inform,english food
inform,i need a restaurant that serves canape
null,um that serves
request,can i get the phone number and area
reqalts,how about one serving unintelligible food
inform,earatrain
affirm,yes in the west part of town
hello,hi i want to find a moderately priced restaurant in the north part of town
reqalts,what about turkish food
reqalts,what about gasper gastropub type o
affirm,yes i am in the east part of town right now and i am looking for any place that serves indonesian food
inform,australian food center part of town
reqalts,how about korean
inform,vietnam
request,different kind of food
affirm,ah yes
inform,the south part of
null,first one
inform,kosher food
inform,english
inform,i need a restaurant that serves asian oriental food
inform,what about in the center of town
inform,moderate restaurant kosher food
inform,i want a moderately priced chinese restaurant
inform,i want a restaurant that serves french food
hello,hello and welcome
inform,south town
inform,im looking for a restaurant serving european food
inform,with scottish food
inform,music im looking for a moderately priced restaurant in the south part of town please
inform,uh moderate restaurant in the south part of town
inform,can i have the venusian food
inform,i cant answer in spanish
request,ah whats the phone number
inform,north side
inform,can i have the corsica
inform,moderate price restaurant
inform,a moderately priced restaurant in the west part of town
inform,im looking for a restaurant in the west part of town that serves jamaican food
inform,i want a cheap restaurant
request,can i get the address and zip code
inform,the center
hello,hi im looking for an expensive restaurant in the south part of town
inform,can i get a cheap restaurant in the south part of town
inform,noise i want to find a restaurant that ser
reqalts,how about an indian type food restaurant
inform,um medium price range
inform,moderately priced restaurant in the north part of town
