dialog_act,utterance
request,what food is available in the south part of town
bye,good bye
inform,sea food
inform,im looking for an expensive restaurant that serves portuguese food
null,sil
inform,do you have cuban food
affirm,yes
request,and the type of food
null,sil
null,so
negate,no
inform,expensive restaurant in the east part of town
inform,restaurant in the center serving turkish food
request,what is the price range
request,and the phone number
affirm,ye
inform,gastropub
inform,i dont care
null,unintelligible
request,what is the phone number
request,what is the phone number
request,phone number
inform,vietnamese food
inform,any price range
inform,moroccan
inform,pan asian food
reqalts,how about chinese food
affirm,yes
inform,does not matter
request,whats the post code
request,and the price range
confirm,is it in the south part of town
bye,good bye
null,unintelligible
affirm,yes
request,what type of food does it serve
null,noise
request,telephone number
confirm,do they serve cuban
inform,looking for a restaurant in the north part of town and it should serve korean food
inform,basque
request,whats the post code
thankyou,thank you goodbye
inform,the south part
request,post code
inform,any kind of food
request,the address
inform,corsica food
thankyou,thank you goodbye
inform,european
inform,expensive french food
inform,italian food in the south part of town
inform,expensive
null,i
request,what is the phone number
inform,christmas food
inform,im looking for a moderately priced restaurant in the south part of town
affirm,yea
null,none
inform,dont care
affirm,yea whats the address
inform,i dont care
reqalts,how about cantonese food
inform,the turkiesh
reqalts,anything else
thankyou,thank you good bye
request,what type of food is this
request,alright do you have the phone number for that one
thankyou,thank you good bye
inform,in the east
request,what is the phone number
request,what is the post code
inform,is there an indian restaurant in the south of town
reqalts,is there anything else
affirm,yes
request,whats its price range
inform,im looking for a restaurant in the south part of town
inform,turkish
inform,dont care
inform,moderately priced restaurant in the west part of town
request,what is the phone number
inform,french food
thankyou,thank you good bye
inform,creative food
affirm,right
inform,looking for a cheap restaurant and it should be in the west part of town
reqalts,how about a castro pub
inform,vietnamese
thankyou,okay cool uh good bye thank you
reqalts,how about a restaurant serving vietnamese food
inform,dont care
inform,the east part of town
inform,im looking for a cheap restaurant in the north part of town
thankyou,thank you good bye
reqalts,is there anything else
request,what is the phone number
inform,any cheap food
request,address
request,what food is in the west part of town
inform,portuguese food in the south part of town
inform,restaurant in the north part of town that serves
inform,could i have a restaurant that serves turkish food
thankyou,thank you good bye
reqalts,how about portuguese food
request,whats the phone number
null,noise
request,what is the phone number
inform,dont care
inform,asian food
inform,i dont care
reqalts,how about italian food
request,address
affirm,yes i am in the east part of town right now and i am looking for any place that serves indonesian food
inform,um an expensive
inform,any
null,sil
request,what price range
inform,east part of town
request,phone number
thankyou,thank you good bye
negate,no
thankyou,thank you goodbye noise
inform,east
inform,im looking for a restaurant in central it should serve japanese food
inform,the east
thankyou,thank you good bye
inform,if there is no such venue how about french type of food
request,phone number
thankyou,thank you good bye
inform,south
thankyou,thank you good bye
request,what is the phone number and post code
thankyou,thank you goodbye
request,whats the address
null,what is the uh
inform,id like to find a cheap restaurant serving mexican
request,may i have the address
null,expen
thankyou,thank you good bye
thankyou,thank you good bye
request,okay can i get the phone number
request,part of town
request,whats the phone number
inform,spanish food
request,address
thankyou,thank you bye
inform,can i get tuscan
request,in the wouth part of town
request,address
inform,gastropub food
negate,no
request,what type of food
request,whats the post code
affirm,yes
null,noise
affirm,yes
thankyou,thank you good bye
request,what is the address
thankyou,thank you good bye
null,noise
inform,it doesnt matter
reqalts,anything else
inform,im looking for a restaurant in the center part of town
inform,italian food
thankyou,thank you good bye
request,post code
thankyou,thank you good bye
inform,thai
request,address
affirm,yes that serves british food
thankyou,thank you good bye
inform,tuscan food south part of town
inform,south
reqalts,how about chinese
inform,unintelligible food
request,whats the price range
thankyou,thank you good bye
thankyou,thank you good bye
inform,looking for a restaurant noise in the east part of town
request,whats their address
null,cough
inform,i need asian food
thankyou,thank you good bye
request,can i have the phone number
thankyou,thank you good bye
request,whats its address
null,noise
null,noise
inform,moderately priced
request,what is the address
inform,looking for a moderately priced restaurant in the west part of town
request,can i have the address please
request,what is the phone number
request,phone number
request,address
request,type of food
request,the address please
reqalts,i want something else
inform,oriental
